A/C Group,Start,End,W/O,A/C,Issue Date,Due Date,Closing Date,ATA,DD,MEL,MEL Ref.,Description,Action
Own Configuration,2022-08-01,2023-07-31,47846,PWD,2023-05-10,,2023-05-10,34,0,0,,"1 WORKSTEP ADDED BY MAYA ON 10.MAY.2023, 05:15 MAINTENANCE MESSAGE ADR ON STATUS DISPLAY DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 10.MAY.2023, 05:15 PRINT PFR FOUND SFCC/ADIRV 2 AOA B RECYCLED CB OF ADIRU 2,AOA 2 AND DO BITE OF ADR 2 RESULT TEST OK REF AMM 34-13-00-740-002.ECAM MESSAGE"
Own Configuration,2022-08-01,2023-07-31,39655,PWD,2023-03-12,,2023-03-12,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 12.MAR.2023, 13:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 12.MAR.2023, 13:00 24HR CHECK PERFORMED REF FORM F.MNT.M.103 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,39656,PWD,2023-03-13,,2023-03-13,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 13.MAR.2023, 04:00 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 13.MAR.2023, 04:00 BD CHECK PERFORMED  REF FORM F.MNT.M.102 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,47848,PWD,2023-05-10,,2023-05-10,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 10.MAY.2023, 19:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 10.MAY.2023, 19:00 DAILY CHECK PERFORMED  REF FORM.F.MNT.E.104 (2-02) PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,47849,PWD,2023-05-10,,2023-05-10,33,0,0,,"1 WORKSTEP ADDED BY MAYA ON 10.MAY.2023, 19:00 TAXI LIGHT CRACK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 10.MAY.2023, 19:00 DO REPLACEMENT OF THE LAMP IN THE TAXI LIGHT WITH THE NEW ONE PERFORMED REF AMM TASK 33-46-12-960-001-A DO OPERATIONAL TEST OF THE"
Own Configuration,2022-08-01,2023-07-31,47850,PWD,2023-05-10,,2023-05-10,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 10.MAY.2023, 21:00 TO PERFORM BD CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 10.MAY.2023, 21:00 BD CHECK PERFORMED  REF FORM.F.MNT.E.102.(2-02) PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,47851,PWD,2023-05-10,,2023-05-11,28,0,1,28-21-01,"1 WORKSTEP ADDED BY MAYA ON 10.MAY.2023, 23:16 CTR TANK PUMP#2 FAULT DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 10.MAY.2023, 23:16 AFTER RECYCLE BLB SWITCH AND RESET CB PROBLEM NOT SOLVED D/T TIME INSERT TO HIL REF MEL 28-21-02-A"
Own Configuration,2022-08-01,2023-07-31,39660,PWD,2023-03-10,,2023-03-10,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 10.MAR.2023, 14:50 REF E1-22-007-N322 EFB PIVOT LTRM(PM-A319-20-21-CA & PM-A319-20-21-FO) PERIODIC MAINTENANCE CHECK","ACTION PERFORMED BY MAYA ON 10.MAR.2023, 14:50 DO PERFORM REMOVAL/INSTALLATION OF EFB PIVOT AND DO VISUAL INSPECTION OF EFB PIVOT CAPTEIN AND FO RESULT NO FOUND DAMAGE"
Own Configuration,2022-08-01,2023-07-31,47852,PWD,2023-05-11,,2023-05-11,22,0,0,,"1 WORKSTEP ADDED BY MAYA ON 11.MAY.2023, 12:15 INSPECTION REMARKS DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 11.MAY.2023, 12:15 PERFORM UPDATE NAV DATA BASE REF AMM 22-70-00-010-008-H. NDB VALID UNTIL 14 JUN 2023 DOO TEH AFS TEST REF AMM 22-96-00-710-001 RESULT"
Own Configuration,2022-08-01,2023-07-31,47853,PWD,2023-05-11,,2023-05-11,28,0,0,,"1 WORKSTEP ADDED BY MAYA ON 11.MAY.2023, 14:00 TO PERFORM 24 HOURS CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 11.MAY.2023, 14:00 24HR CHECK PERFORMED REF.FORM.F.MNT.E.103(2-02) PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,39662,PWD,2023-03-13,,2023-03-13,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 13.MAR.2023, 21:00 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 13.MAR.2023, 21:00 BD CHECK PERFORMED  REF FORM F.MNT.M.102 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,39663,PWD,2023-03-14,,2023-03-14,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 14.MAR.2023, 12:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 14.MAR.2023, 12:00 24HR CHECK PERFORMED  REF FORM F.MNT.M.103 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,47855,PWD,2023-05-11,,2023-05-11,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 11.MAY.2023, 22:00 TO PERFORM BD CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 11.MAY.2023, 22:00 BD CHECK PERFORMED REF FORM.F.MNT.E.102.R00 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,39664,PWD,2023-03-15,,2023-03-15,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 15.MAR.2023, 00:40 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 15.MAR.2023, 00:40 BD CHECK PERFORMED  REF FORM F.MNT.M.102 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,47856,PWD,2023-05-12,,2023-05-12,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 12.MAY.2023, 12:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 12.MAY.2023, 12:00 DAILY CHECK PERFORMED REF FORM.F.MNT.E.104 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,39665,PWD,2023-03-15,,2023-03-15,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 15.MAR.2023, 16:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 15.MAR.2023, 16:00 DAILY CHECK PERFORMED REF FORM F.MNT.M.104 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,47857,PWD,2023-05-12,,2023-05-12,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 12.MAY.2023, 22:00 TO PERFORM BD CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 12.MAY.2023, 22:00 BD CHECK PERFORMED REF FORM.F.MNT.E.102.(2-02) PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,39666,PWD,2023-03-16,,2023-03-16,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 16.MAR.2023, 00:40 TO PERFORM BD CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 16.MAR.2023, 00:40 BD CHECK PERFORMED REF FORM F.MNT.M.102 R1 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,47858,PWD,2023-05-12,,2023-05-13,25,0,1,25-20-01,"1 WORKSTEP ADDED BY MAYA ON 12.MAY.2023, 23:12 REF CML C001512 SEAT CANT RECLINE 9C&27E DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 12.MAY.2023, 23:12 D/T NIL SPARE AT CGK INSERT TO HIL REF MEL 25-22-01A PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,39667,PWD,2023-03-16,,2023-03-16,22,0,0,,"1 WORKSTEP ADDED BY MAYA ON 16.MAR.2023, 15:30 INSPECTION REMARKS DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 16.MAR.2023, 15:30 PERFORM UPDATE NAV DATA BASE REF AMM 22-70-00-610-008-H .NDB VALID UNTIL 19 APRIL 2023."
Own Configuration,2022-08-01,2023-07-31,47859,PWD,2023-05-10,,2023-05-10,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 10.MAY.2023, 13:55 TO PERFORM 24HR CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 10.MAY.2023, 13:55 24HR CHECK PERFORMED REF FORM.F.MNT.E.103 FOB 3950 KGS"
Own Configuration,2022-08-01,2023-07-31,39668,PWD,2023-03-26,,2023-03-26,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 26.MAR.2023, 01:00 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 26.MAR.2023, 01:00 BD CHECK PERFORMED	REF FORM F.MNT.M.102 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,47860,PWD,2023-05-14,,2023-05-14,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 14.MAY.2023, 00:40 TO PERFORM BD CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 14.MAY.2023, 00:40 BD CHECK PERFORMED REF FORM.F.MNT.E.102.R00 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,39669,PWD,2023-03-16,,2023-03-16,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 16.MAR.2023, 16:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 16.MAR.2023, 16:00 24HR CHECK PERFORMED REF FORM.F.MNT.M.103 R1 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,47861,PWD,2023-05-14,,2023-05-14,46,0,0,,"1 WORKSTEP ADDED BY MAYA ON 14.MAY.2023, 14:25 ELECTRICAL OUTLET CAPTEIN SIDE LOOSE,INTERMITTEN CONTAC FOR EFB CHARGING","ACTION PERFORMED BY MAYA ON 14.MAY.2023, 14:25 PERFORMED CB RESET OF THE PILOT OUTLET 11 5V AND STATIC INVERTER CF 23 AND E 25 OPS TEST RESULT ELEC CHARGE PORT SUPPLIED NORMAL REF AMM"
Own Configuration,2022-08-01,2023-07-31,39670,PWD,2023-03-26,,2023-03-26,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 26.MAR.2023, 14:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 26.MAR.2023, 14:00 24HR CHECK PERFORMED REF FORM F.MNT.M.103 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,47862,PWD,2023-05-14,,2023-05-14,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 14.MAY.2023, 14:30 TO PERFORM DAILY CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 14.MAY.2023, 14:30 DAILY CHECK PERFORMED REF FORM.F.MNT.E.104 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,39671,PWD,2023-03-17,,2023-03-17,72,0,0,,"1 WORKSTEP ADDED BY MAYA ON 17.MAR.2023, 19:30 REF TASK CARD NO.C0000032 TO PERFORMED REPLACED OGV #2 POS 9.30 OCLOCK D/T METAL MISSING","ACTION PERFORMED BY MAYA ON 17.MAR.2023, 19:30 PERFORMED REPLACEMENT OF OGV#2 POS 9.30 O`CLOCK.REF AMM : REMOVED : TASK 72-23-00-000-008-A. INSTALLATION : TASK 72-23-00-400-008-A"
Own Configuration,2022-08-01,2023-07-31,47863,PWD,2023-05-14,,2023-05-14,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 14.MAY.2023, 22:00 TO PERFORM BD CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 14.MAY.2023, 22:00 BD CHECK PERFORMED REF FORM.F.MNT.E.102.R00 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,39672,PWD,2023-03-26,,2023-03-26,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 26.MAR.2023, 22:00 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 26.MAR.2023, 22:00 BD CHECK PERFORMED REF FORM F.MNT.M.102 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,47864,PWD,2023-05-08,,2023-05-08,27,0,0,,"1 WORKSTEP ADDED BY MAYA ON 08.MAY.2023, 10:20 COMPLAIN ON F/CTL STILL EXIST F/CTL .FLAP SYS 2 FAULT DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 08.MAY.2023, 10:20 REF TSM 27-51-00-810-845 A.DO BITE  TEST OF THE SFCC 2 FLAP CH REF AMM 27-51-00-740-002 WITH RESULT TEST OK"
Own Configuration,2022-08-01,2023-07-31,39673,PWD,2023-03-27,,2023-03-27,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 27.MAR.2023, 15:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 27.MAR.2023, 15:00 DAILY CHECK PERFORMED REF FORM F.MNT.M.104 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,47865,PWD,2023-05-08,,2023-05-08,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 08.MAY.2023, 10:20 TO PERFORM DAILY CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 08.MAY.2023, 10:20 DAILY CHECK PERFORMED REF FORM.F.MNT.E.104.R00 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,39674,PWD,2023-03-27,,2023-03-27,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 27.MAR.2023, 21:00 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 27.MAR.2023, 21:00 BD CHECK PERFORMED REF FORM F.MNT.M.102 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,39675,PWD,2023-03-28,,2023-03-28,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 28.MAR.2023, 11:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 28.MAR.2023, 11:00 24HR CHECK PERFORMED REF FORM F.MNT.M.103 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,39676,PWD,2023-03-28,,2023-03-28,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 28.MAR.2023, 22:00 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 28.MAR.2023, 22:00 BD CHECK PERFORMED REF FORM F.MNT.M.102 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,39677,PWD,2023-03-25,,2023-03-25,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 25.MAR.2023, 16:00 DURING DAILY CHECK FOUND L/H RUNWAY TURN OFF LIGHT NOT ILLUMINATE DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 25.MAR.2023, 16:00 AFTER CHECK FAUND BULB WAG BURN OUT. PERFORM REPLACED BULB L/H RUNWAY TURN OFF DPS TEST RESULT GOOD . REF AMM 33-34-11 PB 401 & REF AMM"
Own Configuration,2022-08-01,2023-07-31,47870,PWD,2023-07-06,2023-08-03,,05-20,0,0,,"1 WORKSTEP ADDED BY AKBAR ON 06.JUL.2023, 02:05 PERFORM A04 PERFORM CHECK: A04, A-CHECK",
Own Configuration,2022-08-01,2023-07-31,39679,PWD,2023-03-29,,2023-03-29,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 29.MAR.2023, 16:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 29.MAR.2023, 16:00 DAILY CHECK PERFORMED REF FORM F.MNT.M.104 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,39680,PWD,2023-03-16,,2023-03-16,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 16.MAR.2023, 21:30 TO PERFORM BD CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 16.MAR.2023, 21:30 BD CHECK PERFORMED REF FORM.F.MNT.M.102 R1 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,39681,PWD,2023-03-29,,2023-03-29,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 29.MAR.2023, 22:00 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 29.MAR.2023, 22:00 BD CHECK PERFORMED REF FORM F.MNT.M.102 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,39682,PWD,2023-03-30,,2023-03-30,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 30.MAR.2023, 15:40 TO PERFORM WEEKLY CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 30.MAR.2023, 15:40 WEEKLY CHECK PERFORMED REF FORM F.MNT.M.105  R1"
Own Configuration,2022-08-01,2023-07-31,39683,PWD,2023-03-30,,2023-03-30,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 30.MAR.2023, 21:30 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 30.MAR.2023, 21:30 BD CHECK PERFORMED REF FORM F.MNT.M.102 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,39684,PWD,2023-03-17,,2023-03-17,72,0,0,,"1 WORKSTEP ADDED BY MAYA ON 17.MAR.2023, 19:00 REF TASK CARD NO.C0000032 TO PERFORMED REPLACEMENT OGV #2 POS 9 OCLOCK D/T METAL MISSING","ACTION PERFORMED BY MAYA ON 17.MAR.2023, 19:00 REPLACED OGV#2 POS O`CLOCK.REF AMM : REMOVAL : 72-23-00-008-A. INSTALLATION : 72-23-00-400-008-A"
Own Configuration,2022-08-01,2023-07-31,47882,PWA,2023-05-29,,2023-06-14,05-20,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 29.MAY.2023, 03:56 PERFORM A04 PERFORM CHECK: A04, A-CHECK",
Own Configuration,2022-08-01,2023-07-31,39693,PWD,2023-03-31,,2023-03-31,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 31.MAR.2023, 21:05 TO PERFORM DAILY CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 31.MAR.2023, 21:05 DAILY CHECK PERFORMED REF FORM F.MNT.M.104 D1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,39694,PWA,2023-06-02,2024-03-01,,05-24,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 02.JUN.2023, 04:08 TITLE: HOT SECTION DESCRIPTION SIGN RIZKY",
Own Configuration,2022-08-01,2023-07-31,39696,PWD,2023-03-31,,2023-03-31,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 31.MAR.2023, 22:15 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 31.MAR.2023, 22:15 BD CHECK PERFORMED REF FORM F.MNT.M.102 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,39697,PWD,2023-04-01,,2023-04-01,53,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 01.APR.2023, 01:50 PAINT PEEL OFF NOSE RADOME AREA DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 01.APR.2023, 01:50 AFTER CHECK AND MEASURE PAINT PEEL OFF LESS THAN 490 CM SQUARE . REF 53-15-11-200-001 A01 15 STILL WITH IN LIMIT. NEED PERMANENT REPAIR BY"
Own Configuration,2022-08-01,2023-07-31,39698,PWA,2023-06-26,2024-08-14,,08-10,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 26.JUN.2023, 01:48 WEIGHING AND BALANCING PERFORM WEIGHING AND BALANCING REFER TO AMM TASK 08-10-00-200-001-A",
Own Configuration,2022-08-01,2023-07-31,39699,PWD,2023-04-01,,2023-04-01,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 01.APR.2023, 12:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 01.APR.2023, 12:00 24HR CHECK PERFORMED REF FORM F.MNT.M.103 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,39701,PWD,2023-04-01,,2023-04-01,53,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 01.APR.2023, 19:00 REF ASCDS SEQ A003621 RADOME ZONE A FOUND PEEL OFF DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 01.APR.2023, 19:00 PERFORMED PERMANENT REPAIR AT NOSE RADOME REF AMM 53-15-11-300-001A ASDCS CLOSED"
Own Configuration,2022-08-01,2023-07-31,39702,PWA,2023-06-02,2024-03-01,,25-65,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 02.JUN.2023, 04:08 TITLE: OPERATIONAL CHECK OF THE NOVEGA SID88 (21435-00) LOW-FREQUENCY UNDERWATER LOCATOR-BEACON",
Own Configuration,2022-08-01,2023-07-31,47894,PWC,2023-05-01,,2023-05-12,05-20,0,0,,"1 WORKSTEP ADDED BY ZULNAIN ON 01.MAY.2023, 05:42 PERFORM A04 PERFORM CHECK: A04, A-CHECK",
Own Configuration,2022-08-01,2023-07-31,39703,PWA,2023-06-02,2024-03-01,,25-65,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 02.JUN.2023, 04:08 TITLE: REMOVE NOVEGA SID88 (21435-00) LOW-FREQUENCY UNDERWATER LOCATOR BEACON FOR IN SHOP DISCARD OF BATTERY",
Own Configuration,2022-08-01,2023-07-31,39704,PWA,2023-06-23,2024-03-01,,34-42,0,0,,"1 WORKSTEP ADDED BY AKBAR ON 23.JUN.2023, 03:03 RADIO ALTIMETER ANTENNAS AND COAXIAL CABLES REPLACEMENT PERFORM RADIO ALTIMETER ANTENNAS AND COAXIAL CABLES REPLACEMENT REF",
Own Configuration,2022-08-01,2023-07-31,39705,PWA,2023-06-02,2024-03-01,,,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 02.JUN.2023, 04:08 STEP-1  GENERAL VISUAL INSPECTION OF FAN AND ACCESSORY GEAR BOX (EWIS)",
Own Configuration,2022-08-01,2023-07-31,39708,PWD,2023-03-17,,2023-03-17,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 17.MAR.2023, 20:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 17.MAR.2023, 20:00 DAILY CHECK PERFORMED REF .FORM.F.MNT.M.104 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,23325,PWC,2023-06-02,2024-04-09,,29,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 02.JUN.2023, 04:21 STEP-1 CHECK CLOGGING INDICATORS ON RETURN, CASE DRAIN, GROUND SERVICING, HP",
Own Configuration,2022-08-01,2023-07-31,39709,PWD,2023-04-02,,2023-04-02,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 02.APR.2023, 00:40 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 02.APR.2023, 00:40 BD CHECK PERFORMED REF FORM F.MNT.M.102 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,39710,PWD,2023-04-02,,2023-04-02,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 02.APR.2023, 12:30 TO PERFORM DAILY CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 02.APR.2023, 12:30 DAILY CHECK PERFORMED REF FORM F.MNT.M.104 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,39711,PWD,2023-03-17,,2023-03-17,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 17.MAR.2023, 22:00 TO PERFORM BD CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 17.MAR.2023, 22:00 BD CHECK PERFORMED REF .FORM.F.MNT.M.102 R1 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,47903,PWA,2023-05-15,,2023-05-15,29,0,0,,"1 WORKSTEP ADDED BY MAYA ON 15.MAY.2023, 10:15 TO PERFORM REPLACEMENT OF HOSE DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 15.MAY.2023, 10:15 PERFOMED REPLACEMENT OF HOSE TUBE ASSEMBLY IAW AMM 29-11-49-00-001-A AND AMM 29-11-49-400-001 A"
Own Configuration,2022-08-01,2023-07-31,39712,PWD,2023-04-02,,2023-04-02,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 02.APR.2023, 21:30 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 02.APR.2023, 21:30 BD CHECK PERFORMED REF FORM F.MNT.M.102 R1 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,47904,PWD,2023-06-07,,2023-06-08,32,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 07.JUN.2023, 06:44 STEP-1  FUNCTIONAL CHECK OF TIRE PRESSURES",
Own Configuration,2022-08-01,2023-07-31,39713,PWD,2023-04-03,,2023-04-03,21,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 03.APR.2023, 15:00 DURING DAY FLIGHT -CABIN TEMP-HOT, AS COMPLAINT BY PAX SITTING ON REAR CABIN","ACTION PERFORMED BY ANGGUN ON 03.APR.2023, 15:00 CHECK ON PER NO RELATED MESSAGE , CHECK ON LAST CEG REPORT AT TEMP CONTROL NO FOUND PERFORM OPS TEST OF THE COCKPIT AND CABIN TEMP"
Own Configuration,2022-08-01,2023-07-31,39714,PWD,2023-03-18,,2023-03-18,22,0,0,,"1 WORKSTEP ADDED BY MAYA ON 18.MAR.2023, 07:07 FMGC #1 FAULT, INDEPNDENT MODE INFLIGHT (MOMENTARILY) DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 18.MAR.2023, 07:07 PLAST LEG REPORT NO WARNING MSG,REF TSM 22-83-00-810-867-A RESETED CB B02. AND AFS TEST RESULT PASS REF AMM 22-91-00-710-001"
Own Configuration,2022-08-01,2023-07-31,39716,PWA,2023-05-29,,2023-06-14,24-21,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 29.MAY.2023, 03:56 OBSERVATION CHECK IDG OIL LEVEL AND DIFFERENTIAL PRESSURE",
